id,translatable_id,name,text,locale
223,223,5.482,"V pásmu 10,6-10,68 GHz nesmí u stanic v pevné a v pohyblivé službě, kromě letecké pohyblivé, výkon dodávaný do antény překročit minus 3 dBW. Tato mez může být překročena s podmínkou dohody, dosažené podle postupu, stanoveného v ustanovení č. 9.21 Řádu, avšak v Alžírsku, Saúdské Arábii, Arménii, Ázerbájdžánu, Bahrajnu, Bangladéši, Bělorusku, Egyptě, Spojených arabských emirátech, Gruzii, Indii, Indonésii, Íránu, Iráku, Jordánsku, Libyi, Kazachstánu, Kuvajtu, Libanonu, Maroku, Mauretánii, Moldavsku, Nigérii, Ománu, Uzbekistánu, Pákistánu, na Filipínách, v Kataru, Sýrii, Kyrgyzstánu, Singapuru, Tádžikistánu, Tunisku, Turkmenistánu a ve Vietnamu tato omezení pro pevnou a pohyblivou službu, kromě letecké pohyblivé, neplatí. ",cs
224,224,5.482A,"Pro sdílení pásma 10,6-10,68 GHz mezi družicovou službou průzkumu Země (pasivní) a pevnou a pohyblivou službou, kromě letecké pohyblivé, platí Rezoluce 751. ",cs
225,225,5.484,"Využívání pásma 10,7-11,7 GHz družicovou pevnou službou (vzestupný směr) v Regionu 1 je omezeno na modulační spoje pro družicovou rozhlasovou službu. ",cs
226,226,5.484A,"Využívání pásem 10,95-11,2 GHz (sestupný směr), 11,45-11,7 GHz (sestupný směr), 11,7-12,2 GHz (sestupný směr) v Regionu 2, 12,2-12,75 GHz (sestupný směr) v Regionu 3, 12,5-12,75 GHz (sestupný směr) v Regionu 1, 13,75-14,5 GHz (vzestupný směr), 17,8-18,6 GHz (sestupný směr), 19,7-20,2 GHz (sestupný směr), 27,5-28,6 GHz (vzestupný směr), 29,5-30 GHz (vzestupný směr) soustavou využívající negeostacionární dráhu v družicové pevné službě podléhá při koordinaci s ostatními negeostacionárními družicovými soustavami v družicové pevné službě použití ustanovení č. 9.12 Řádu. Negeostacionární družicové soustavy v družicové pevné službě nesmějí žádat ochranu před geostacionárními sítěmi v družicové pevné službě provozovanými v souladu s Řádem bez ohledu na data, k nimž Radiokomunikační úřad ITU-R obdržel úplné koordinační a notifikační informace jak za negeostacionární soustavy v pevné službě, tak i za geostacionární soustavy. Ustanovení č. 5.43A Řádu zde neplatí. Negeostacionární soustavy v pevné družicové službě ve shora zmíněných pásmech musí být provozovány tak, že veškeré nepřijatelné rušení, které se objeví při jejich provozu, bude bez prodlení odstraněno. ",cs
227,227,5.487,"V pásmu 11,7-12,5 GHz nesmí v Regionech 1 a 3 pevná, družicová pevná, pohyblivá, kromě letecké pohyblivé, ani rozhlasová služba v souladu se svými příslušnými přiděleními působit škodlivé rušení stanicím družicové rozhlasové služby, provozovaným v souladu s Plánem pro Regiony 1 a 3 v Dodatku 30 Řádu, ani požadovat ochranu před nimi. ",cs
228,228,5.487A,"Doplňkové přidělení: pásma 11,7-12,5 GHz v Regionu 1, 12,2-12,7 GHz v Regionu 2 a 11,7-12,2 GHz v Regionu 3 jsou přidělena navíc přednostně družicové pevné službě (sestupný směr) s omezením na soustavy s negeostacionárními družicemi, podléhající při koordinaci s ostatními negeostacionárními družicovými soustavami v družicové pevné službě použití ustanovení č. 9.12 Řádu. Negeostacionární družicové soustavy v družicové pevné službě nesmějí žádat ochranu před geostacionárními sítěmi v družicové rozhlasové službě provozovanými v souladu s Řádem bez ohledu na data, k nimž Radiokomunikační úřad ITU-R obdržel úplné koordinační údaje nebo notifikační informace jak za negeostacionární soustavy v pevné službě, tak i za geostacionární soustavy. Ustanovení 5.43A Řádu zde neplatí. Negeostacionární soustavy v družicové pevné službě ve shora zmíněných pásmech musí být provozovány tak, že veškeré nepřijatelné rušení, které se objeví při jejich provozu, bude bez prodlení odstraněno. ",cs
229,229,5.492,"Příděly družicové rozhlasové službě podle příslušného regionálního Plánu nebo obsažené v Seznamu (""List"") pro Regiony 1 a 3 v Dodatku 30 Řádu se mohou navíc využívat pro přenosy v družicové pevné službě (sestupný směr), za předpokladu, že takové přenosy nezpůsobí větší rušení ani si nevyžádají větší ochranu před rušením než vysílání družicové rozhlasové služby, provozovaná v souladu s tímto Plánem nebo případně se Seznamem (""List""). ",cs
230,230,5.497,"Využívání pásma 13,25-13,4 GHz leteckou radionavigační službou je omezeno na navigační pomůcky, jež využívají Dopplerova jevu. ",cs
231,231,5.498A,"Služba družicového průzkumu Země (aktivní) a kosmického výzkumu (aktivní) v pásmu 13,25-13,4 GHz nesmí působit škodlivé rušení letecké radionavigační službě ani omezovat její využívání a vývoj. ",cs
232,232,5.501A,"Přednostní přidělení pásma 13,65-13,75 GHz službě kosmického výzkumu je omezeno na aktivní čidla na palubách družic. Ostatní využívání tohoto pásma službou kosmického výzkumu má podružný status. ",cs
233,233,5.501B,"V pásmu 13,4-13,75 GHz nesmí služba družicového průzkumu Země (aktivní) ani kosmického výzkumu (aktivní) působit škodlivé rušení radiolokační službě ani omezovat její využívání a vývoj. ",cs
234,234,5.502,"V pásmu 13,75-14 GHz musí mít pozemská stanice geostacionární sítě v družicové pevné službě anténu o průměru nejméně 1,2 m a pozemská stanice v systému s negeostacionárními družicemi v družicové pevné službě anténu o průměru nejméně 4,5 m. Dále u stanic v radiolokační nebo radionavigační službě nesmí střední e.i.r.p., vyzařovaný během 1 s, překračovat 59 dBW pro elevační úhly 2° a větší, a 65 dBW pro elevační úhly menší než 2°. Dříve než správa v tomto pásmu uvede do provozu pozemskou stanici v geostacionární síti družicové pevné služby s anténou o průměru menším než 4,5 m, zajistí, aby hustota výkonového toku působená touto pozemskou stanicí nepřekračovala: 
a) 115 dB(W/(m2.10 MHz)) během více než 1% času ve výšce 36 m nad hladinou moře při odlivu, jak úředně uzná pobřežní stát; 
b) 115 dB(W/(m2.10 MHz)) během více než 1% času ve výšce 3 m nad zemí na hranici území správy budující nebo plánující budovat v tomto pásmu pozemní pohyblivé radary, pokud nebyl předem obdržen souhlas. 
Pozemské stanice v družicové pevné službě s průměrem antény větším než nebo rovným 4,5 m musí mít e.i.r.p. při jakémkoli vysílání nejméně 68 dBW a nesmí překročit 85 dBW. ",cs
235,235,5.503,"V pásmu 13,75-14 GHz budou provozovány ty geostacionární kosmické stanice ve službě kosmického výzkumu, o jejichž předběžném ohlášení byl Radiokomunikační úřad ITU-R informován před 31. lednem 1992, na základě rovnoprávného sdílení se stanicemi v družicové pevné službě. Po uvedeném datu budou nové geostacionární kosmické stanice ve službě kosmického výzkumu provozovány jako podružné. Do doby, než ty geostacionární kosmické stanice služby kosmického výzkumu, o nichž Radiokomunikační úřad ITU-R obdržel informaci pro předběžné ohlášení před 31. lednem 1992, ukončí v tomto pásmu provoz: 
1) nesmí v pásmu 13,77-13,78 GHz spektrální hustota e.i.r.p vysílání kterékoli pozemské stanice v družicové pevné službě ve spojení s kosmickou stanicí na geostacionární dráze překročit: 
i) 4,7D + 28 dB (W/40 kHz), kde D (m) je průměr antény pozemské stanice v družicové pevné službě; vztah platí pro průměry mezi 1,2 m a 4,5 m; 
ii) 49,2 + 20 log (D/4,5) dB (W/40 kHz), kde D (m) je průměr antény pozemské stanice v družicové pevné službě; vztah platí pro průměry rovné nebo větší než 4,5 m a menší než 31,9 m; 
iii) 66,2 dB(W/40 kHz) pro kteroukoli pozemskou stanici v družicové pevné službě; platí pro průměr antény rovný nebo větší než 31,9 m; 
iv) 56,2 dB(W/4 kHz) pro úzkopásmová vysílání pozemských stanic v družicové pevné službě (potřebné pásmo užší než 40 kHz); platí pro pozemskou stanici mající anténu o průměru 4,5 m a větším; 
2) nesmí v pásmu 13,772-13,778 GHz spektrální hustota e.i.r.p. vysílání kterékoli pozemské stanice v družicové pevné službě ve spojení s kosmickou stanicí na negeostacionární dráze překročit 51 dBW v pásmu širokém 6 MHz. 
Za účelem kompenzace útlumu deštěm lze používat samočinné řízení výkonu, zvyšující v těchto kmitočtových rozsazích hustotu e.i.r.p. do té míry, že hustota výkonového toku na kosmické stanici družicové pevné služby nepřekročí hodnotu, plynoucí z provozu pozemské stanice, jejíž e.i.r.p. splňuje shora uvedené meze v podmínkách šíření bez deště. ",cs
236,236,5.504,"Při využívání pásma 14-14,3 GHz radionavigační službou musí být zajištěna postačující ochrana kosmickým stanicím družicové pevné služby. ",cs
237,237,5.504A,"V pásmu 14-14,5 GHz mohou letadlové pozemské stanice v družicové letecké pohyblivé službě (podružné) být navíc ve spojení s kosmickými stanicemi v družicové pevné službě. Platí zde ustanovení č. 5.29, 5.30 a 5.31 Řádu. ",cs
238,238,5.506A,"V pásmu 14-14,5 GHz musí být lodní pozemské stanice mající e.i.r.p. větší než +21 dBW provozovány za stejných podmínek jako pozemské stanice umístěné na palubách plavidel v souladu s Rezolucí 902 . Tato poznámka neplatí pro lodní pozemské stanice, u nichž Radiokomunikační úřad ITU-R obdržel úplné údaje podle Dodatku 4 Řádu před 5. červencem 2003. ",cs
239,239,5.511A,"Využívání pásma 15,43-15,63 GHz družicovou pevnou službou na vzestupném směru je omezeno na modulační spoje negeostacionárních soustav v družicové pohyblivé službě a podléhá koordinaci podle ustanovení č. 9.11A Řádu.",cs
240,240,5.511C,"Stanice pracující v letecké radionavigační službě musí omezit efektivní e.i.r.p. v souladu s Doporučením ITU-R S.1340-0. Minimální koordinační vzdálenost požadovaná pro ochranu leteckých radionavigačních stanic (zde platí ustanovení č. 4.10 Řádu) před škodlivým rušením působeným pozemskými stanicemi modulačních spojů a maximální e.i.r.p. vyzařovaný v rovině místního obzoru pozemskou stanicí modulačního spoje musí být v souladu s Doporučením ITU-R S.1340-0. ",cs
241,241,5.511E,"Stanice provozované v radiolokační službě v pásmu 15,4–15,7 GHz nesmí působit škodlivé rušení stanicím provozovaným v letecké radionavigační službě, ani před nimi požadovat ochranu.",cs
242,242,5.513A,"Aktivní čidla na palubách družic provozovaná v pásmu 17,2-17,3 GHz nesmí působit škodlivé rušení radiolokaci ani jiným službám s přednostním přidělením ani omezovat jejich vývoj. ",cs
243,243,5.515,"V pásmu 17,3-17,8 GHz musí být sdílení mezi družicovou pevnou službou (vzestupný směr) a družicovou rozhlasovou službou navíc v souladu s ustanoveními oddílu 1 Přílohy 4 Dodatku 30A Řádu. ",cs
244,244,5.516,"Využívání pásma 17,3-18,1 GHz (vzestupný směr) soustavami s geostacionárními družicemi v družicové pevné službě je omezeno na modulační spoje pro družicovou rozhlasovou službu. Co se týká využívání pásma 17,3-17,8 GHz v Regionu 2 modulačními spoji pro družicovou rozhlasovou službu v pásmu 12,2-12,7 GHz, viz Článek 11 Řádu. Využívání pásem 17,3-18,1 GHz (vzestupný směr) v Regionech 1 a 3 a 17,8-18,1 GHz (vzestupný směr) v Regionu 2 soustavami v družicové pevné službě využívajícími negeostacionární dráhy podléhá při koordinaci s ostatními negeostacionárními soustavami v družicové pevné službě použití ustanovení č. 9.12 Řádu. Negeostacionární družicové soustavy v družicové pevné službě nesmějí žádat ochranu před geostacionárními sítěmi v družicové pevné službě pracujícími v souladu s Řádem bez ohledu na data, k nimž Radiokomunikační úřad ITU-R obdržel úplné koordinační a notifikační informace jak za negeostacionární soustavy v pevné službě, tak i za geostacionární soustavy. Ustanovení č. 5.43A Řádu zde neplatí. Negeostacionární soustavy v pevné družicové službě ve shora zmíněných pásmech musí být provozovány tak, že veškeré nepřijatelné rušení, které se objeví při jejich provozu, bude bez prodlení odstraněno. ",cs
245,245,5.516A,"V pásmu 17,3-17,7 GHz v Regionu 1 nesmí pozemské stanice družicové pevné služby (sestupný směr) požadovat ochranu před pozemskými stanicemi modulačních spojů v družicové rozhlasové službě pracujícími podle Dodatku 30A Řádu, ani klást jakákoli omezení nebo výhrady ve vztahu k umístění pozemských stanic modulačních spojů v družicové rozhlasové službě kdekoli uvnitř oblasti služby modulačního spoje. ",cs
246,246,5.516B,"Níže uvedená pásma jsou určena pro využívání aplikacemi s velkou hustotou přenosů (HDFSS) v družicové pevné službě: 
17,3-17,7 GHz    (sestupný směr) v Regionu 1,
18,3-19,3 GHz   (sestupný směr) v Regionu 2,
19,7-20,2 GHz   (sestupný směr) ve všech Regionech,
39,5-40 GHz     (sestupný směr) v Regionu 1,
40-40,5 GHz     (sestupný směr) ve všech Regionech,
40,5-42 GHz     (sestupný směr) v Regionu 2,
47,5-47,9 GHz   (sestupný směr) v Regionu 1,
48,2-48,54 GHz  (sestupný směr) v Regionu 1,
 49,44-50,2 GHz  (sestupný směr) v Regionu 1,
a
27,5-27,82 GHz  (vzestupný směr) v Regionu 1,
28,35-28,45 GHz (vzestupný směr) v Regionu 2,
28,45-28,94 GHz (vzestupný směr) ve všech Regionech,
28,94-29,1 GHz  (vzestupný směr) v Regionech 2 a 3,
29,25-29,46 GHz (vzestupný směr) v Regionu 2,
29,46-30 GHz    (vzestupný směr) ve všech Regionech
48,2-50,2 GHz   (vzestupný směr) v Regionu 2.
Toto určení nevylučuje využití těchto pásem jinými aplikacemi družicové pevné služby nebo jinými službami, s nimiž sdílejí přednostní přidělení, a v Řádu nezakládá žádné přednosti mezi uživateli těchto pásem. Správy nechť to vezmou na vědomí při úvahách o správních opatřeních ve vztahu k těmto pásmům. Viz Rezoluci 143. ",cs
